;number_of_peaks_p1;number_of_peaks_p2;number_of_peaks_p3;number_of_peaks_p4;max_height_of_peaks_p1;max_height_of_peaks_p2;max_height_of_peaks_p4;sum_spectrum_p1;max_spectrum_p1;mean_spectrum_p1;target
10;0.05774099468951649;0.02962552673613101;0.08223809823697201;0.020726130517116952;0.38298213375923634;0.4538138156553503;0.49654973312441647;0.06680887338837857;0.059937614972008356;0.06680887338837857;0
11;0.048623650140240296;0.022930941063916892;0.07824288716968372;0.013865040137171752;0.6124083153835087;0.5849364310704547;0.6420836459634492;0.026426133200789046;0.022668583004391746;0.026426133200789046;0
12;0.025885828448298575;0.019566766318284835;0.02226119324146847;0.01472525524397952;0.5074165086636145;0.1674697651773244;0.2546186590256991;0.003785723464589055;0.0005331163857073578;0.003785723464589055;0
13;0.014750809758148218;0.00940579828687617;0.016316377432147883;0.006089622994374205;0.3591081012849098;0.21262423443913775;0.19938388526105583;0.006084870777949579;0.0010748654054001244;0.006084870777949579;0
14;0.021617789532325227;0.01280427224598775;0.021414094503816573;0.01300408442320661;0.6088430427519326;0.2524009026745408;0.33182962432169105;0.007537864212978348;0.001402753362758618;0.007537864212978348;0
15;0.0034904049397685676;0.0008587377084178045;0.0051813587419975845;0.0026143805740708936;0.07714264697293173;0.04543333476444829;0.0976314458040847;6.742566618993376e-07;2.9293075382609995e-07;6.742566618993376e-07;0
16;0.0008737440485967712;0.0;0.002594035177046528;0.0;0.03959257336279389;0.0;0.03985087315401115;3.871863907596765e-06;1.3783093626809716e-06;3.871863907596765e-06;0
17;0.011299555253933466;0.0008587377084178045;0.0069025295627705855;0.0017436796048268374;0.08440935960141328;0.0409241802240912;0.10998816708062177;5.816102549088662e-07;2.6439464142246885e-07;5.816102549088662e-07;0
18;0.02332719165797407;0.01534556967466032;0.02226119324146847;0.01472525524397952;0.44032495730110066;0.4407542113288211;0.41485111647531836;0.02867270625813721;0.017738470185815286;0.02867270625813721;0
19;0.019905460346812665;0.04780784581932159;0.01971774125563807;0.01558473101669833;0.3535596218227522;0.311823461540946;0.2661467714899185;0.02456483594442845;0.01554430199982413;0.02456483594442845;0
20;0.01819019406005771;0.014499187905979122;0.017167803622365498;0.01300408442320661;0.23861152941570504;0.19865788965861833;0.21794673808260479;0.0008076189673474813;0.000280793123492137;0.0008076189673474813;0
21;0.013889112160667093;0.011106478968893546;0.011192540432278492;0.01041676085825558;0.07186168268639993;0.047820212040665985;0.07020571296561308;0.08554655001461174;0.044797669911473825;0.08554655001461174;0
22;0.010434877292579494;0.014499187905979122;0.008620743043906955;0.013865040137171752;0.05927335915902777;0.06174324967540835;0.04750313888450092;0.06633358550035734;0.03885096365091415;0.06633358550035734;0
23;0.00783634832931587;0.0025740039951728426;0.006042314455962662;0.0034843240826108427;0.05446124470907714;0.04157139271543859;0.04543640590707453;0.029130532061090224;0.01634771642301888;0.029130532061090224;0
24;0.01819019406005771;0.026283836074227816;0.0069025295627705855;0.020726130517116952;0.16897193830607357;0.26619703662184807;0.09374970739896325;0.004300750341380724;0.0010168464458954643;0.004300750341380724;0
25;0.00783634832931587;0.01534556967466032;0.006042314455962662;0.01214238682572556;0.08463781814902334;0.2734071187911976;0.13533315865402026;0.007245235455061545;0.0014247947501436476;0.007245235455061545;0
26;0.013889112160667093;0.024608793806532893;0.00431966114451638;0.017301469635752867;0.14006735106892101;0.5310430260361907;0.07097152393849547;0.007639488563614083;0.0016850676150980367;0.007639488563614083;0
27;0.02332719165797407;0.0008587377084178045;0.0017301042377827337;0.0034843240826108427;0.13505987076912115;0.03377936363466853;0.04065702838589022;0.013095562096934011;0.008491617910610679;0.013095562096934011;0
28;0.004361105909012478;0.0008587377084178045;0.0;0.0008722198546859192;0.048598562294222644;0.056394070334274154;0.0;0.014152585390583304;0.009119211498626037;0.014152585390583304;0
29;0.013026671400008514;0.0;0.0;0.006956549793359931;0.07904860680716055;0.0;0.0;0.01655310678818591;0.010582815545010704;0.01655310678818591;0
30;0.0061002367821393535;0.0;0.0;0.0;0.08414934099982085;0.0;0.0;0.07004036477810019;0.036430991162686194;0.07004036477810019;0
31;0.004361105909012478;0.006849341845574768;0.0;0.0043535114471978395;0.16670753164169325;0.05533706869614333;0.0;0.06575708942927475;0.038775000507431434;0.06575708942927475;0
32;0.004361105909012478;0.0;0.0;0.0;0.11643929013142197;0.0;0.0;0.011917525607285609;0.00512335246018224;0.011917525607285609;0
33;0.03013572859762775;0.0034305350967892222;0.009478743954543739;0.0017436796048268374;0.1849601839632164;0.05206394876753634;0.0735507710937476;0.11372445585759354;0.07504777231834753;0.11372445585759354;0
34;0.035211881629488344;0.06001800972625295;0.015464225697581553;0.006089622994374205;0.10340093069096407;0.07239186646886177;0.09803472754995651;0.09093795585611458;0.057296950260482774;0.09093795585611458;0
35;0.024180798197214613;0.0034305350967892222;0.0069025295627705855;0.0017436796048268374;0.11659353136949722;0.039844397314208746;0.07118441538296164;0.043172214046588;0.026322321651514914;0.043172214046588;0
36;0.00783634832931587;0.008554372096658595;0.014611347181063978;0.01987106419738346;0.12020175963634364;0.08322827318075834;0.21297761701118167;0.004531855667464811;0.002436674411080926;0.004531855667464811;0
37;0.0061002367821393535;0.0008587377084178045;0.007762005335489109;0.00955282991899172;0.16711815365765434;0.10909820403478425;0.11013425409702204;0.005267648005116298;0.0027457512297071264;0.005267648005116298;0
38;0.0069686693160934355;0.008554372096658595;0.015464225697581553;0.01644346872511602;0.1885707105214771;0.08534033530535508;0.23765465823602805;0.0071787370056363995;0.0038036824421683263;0.0071787370056363995;0
39;0.013026671400008514;0.022930941063916892;0.006042314455962662;0.05764307434475879;0.070969310385898;0.10487969793858556;0.07262206507195954;0.0014685441579293612;0.0002069565075336369;0.0014685441579293612;0
40;0.013889112160667093;0.0025740039951728426;0.0034572203838577208;0.030930300691358558;0.11255286867518861;0.05056773349908194;0.04201415495032746;0.0021289602652508816;0.00030338682692856127;0.0021289602652508816;0
41;0.013026671400008514;0.013652089168327263;0.00431966114451638;0.06421124245685579;0.07442241776419403;0.08187918192416535;0.07253982233113149;0.0013406410580749028;0.00019368722606056242;0.0013406410580749028;0
42;0.014750809758148218;0.028791150384011425;0.012048338516174574;0.017301469635752867;0.1145458980486362;0.15450589219958016;0.12575219271583338;0.004105323923485804;0.0008187581248377322;0.004105323923485804;0
43;0.0061002367821393535;0.017880425277848364;0.008620743043906955;0.0026143805740708936;0.07453635788982496;0.09310964593779564;0.14128855480443822;0.004485725846607724;0.0006806213812226384;0.004485725846607724;0
44;0.008703275128301671;0.02712030621919382;0.014611347181063978;0.01558473101669833;0.1037964202647811;0.154369954939005;0.13312927816676243;0.0026077285467203753;0.00040003840110806367;0.0026077285467203753;0
45;0.0;0.0;0.0008654262764289014;0.0;0.0;0.0;0.04527131402113451;0.005877223578119136;0.005874864357913634;0.005877223578119136;0
46;0.0017467253349415786;0.0;0.0008654262764289014;0.0;0.04829815602585547;0.0;0.0610428371525338;0.02561191730757114;0.028044351607770086;0.02561191730757114;0
47;0.0017467253349415786;0.0;0.0;0.0;0.038573249089735855;0.0;0.0;0.015212543517345994;0.017294022280102857;0.015212543517345994;0
48;0.030983545519967227;0.0404095383378767;0.007762005335489109;0.01041676085825558;0.5889381112665305;0.1810816762835483;0.15587457962577708;0.007309714644177983;0.004433574604545666;0.007309714644177983;0
49;0.03013572859762775;0.017880425277848364;0.0051813587419975845;0.005221943981151625;0.6087530435843572;0.08660594083102673;0.08002857819193789;0.00846873629879821;0.004848867766315607;0.00846873629879821;0
50;0.0326770260263002;0.03793122232340962;0.008620743043906955;0.01041676085825558;0.5687887949990359;0.1464664466985918;0.14872082538930995;0.009524884125003307;0.005792458908962283;0.009524884125003307;0
51;0.019905460346812665;0.03461721763337233;0.025642430613337652;0.02838900326268611;0.04607458351947519;0.06785124417267295;0.03691237795988466;0.21018023116394996;0.11941632586156346;0.21018023116394996;0
52;0.010434877292579494;0.01280427224598775;0.007762005335489109;0.01901526611348753;0.03700820159188387;0.044570767073811475;0.038627123621287444;0.14338091062220923;0.07893305861923772;0.14338091062220923;0
53;0.0034904049397685676;0.0017167386190545491;0.0008654262764289014;0.0008722198546859192;0.057145058412100956;0.04421701685191568;0.03065023449040188;0.0718716215358195;0.039388997502026526;0.0718716215358195;0
54;0.024180798197214613;0.04780784581932159;0.0051813587419975845;0.01472525524397952;0.110279424635158;0.10684257253389694;0.03758106745847438;0.004410290531151276;0.0010159639416859403;0.004410290531151276;0
55;0.0034904049397685676;0.004286333180685265;0.0;0.007822725681209078;0.04159466339184272;0.03748576360944195;0.0;0.00640426595569114;0.001245287679941368;0.00640426595569114;0
56;0.01904819497069441;0.04205834332806051;0.0;0.01041676085825558;0.07194785505793516;0.07869962486632259;0.0;0.006952546042621999;0.0015534868815261535;0.006952546042621999;0
57;0.010434877292579494;0.0008587377084178045;0.008620743043906955;0.0;0.6098938223190707;0.09204654189993654;0.5335653902678229;0.04002120787062912;0.024024828028897882;0.04002120787062912;0
58;0.0061002367821393535;0.0;0.0051813587419975845;0.0;0.26116037335681613;0.0;0.3744055965664832;0.04105949427382947;0.02382027670533016;0.04105949427382947;0
59;0.005231049417552503;0.0;0.006042314455962662;0.0;0.340796674022565;0.0;0.3968665821787282;5.689536815235351e-05;5.8435551186270805e-05;5.689536815235351e-05;0
60;0.0034904049397685676;0.005995735306334188;0.0051813587419975845;0.00955282991899172;0.14647308003382922;0.14727689596583232;0.08835477882545431;0.03669562936311539;0.036866406656175174;0.03669562936311539;0
61;0.005231049417552503;0.005995735306334188;0.0239532410224928;0.00955282991899172;0.19265619145735902;0.3075075088727533;0.2816093610265725;0.026690758419516732;0.02782996037568107;0.026690758419516732;0
62;0.004361105909012478;0.004286333180685265;0.014611347181063978;0.008688151957637823;0.19878998166518508;0.12495648239019112;0.14797053304632993;0.0028135120220734223;0.001335407665496036;0.0028135120220734223;0
63;0.0069686693160934355;0.004286333180685265;0.007762005335489109;0.0034843240826108427;0.06067831766392225;0.04358804156739344;0.06136687663510709;0.03527622781385042;0.060317797147988496;0.03527622781385042;0
64;0.008703275128301671;0.010256500167189061;0.010336009330662073;0.01041676085825558;0.051897128694267804;0.06046716417798337;0.04546052278779906;0.036131132090155504;0.05386226650347192;0.036131132090155504;0
65;0.005231049417552503;0.0017167386190545491;0.0034572203838577208;0.0017436796048268374;0.048504569249697406;0.042953316653817644;0.03841523513370203;0.010594191830404833;0.018591191743182297;0.010594191830404833;0
66;0.0008737440485967712;0.008554372096658595;0.0008654262764289014;0.0008722198546859192;0.035072035638179073;0.1235631022763775;0.13583822632208423;1.1956309919848347e-06;5.62471391593889e-07;1.1956309919848347e-06;0
67;0.0008737440485967712;0.0008587377084178045;0.0;0.0;0.04851173595957217;0.061731818621092185;0.0;3.783521113665896e-08;1.8556567887762222e-08;3.783521113665896e-08;0
68;0.0008737440485967712;0.006849341845574768;0.0008654262764289014;0.0008722198546859192;0.05441832324706644;0.12581939255967806;0.08376851015876988;1.2022963669055617e-06;6.574941263770664e-07;1.2022963669055617e-06;0
69;0.012163486193197402;0.02209095781419186;0.014611347181063978;0.0008722198546859192;0.5115133904622273;0.14182420823962327;0.46266977936295767;0.0034581356212535297;0.00041481708031974944;0.0034581356212535297;0
70;0.010434877292579494;0.004286333180685265;0.009478743954543739;0.0008722198546859192;0.5353666075604956;0.08867796824249778;0.5699524269763627;0.006099299077455713;0.0008536599633809874;0.006099299077455713;0
71;0.015611765472113433;0.03045920748470844;0.016316377432147883;0.0017436796048268374;0.5400344891419845;0.16136410627169684;0.4241050976788957;0.0009974106619382724;0.00020682270806286318;0.0009974106619382724;0
72;0.0061002367821393535;0.0;0.016316377432147883;0.0026143805740708936;0.055523842311501856;0.0;0.047379697380589315;0.03185894031864331;0.012375647202244894;0.03185894031864331;0
73;0.027587956518828963;0.005995735306334188;0.058840500022933395;0.01214238682572556;0.05692163946487544;0.03567715709608876;0.04482739070476596;0.055016577343146134;0.025121027823455853;0.055016577343146134;0
74;0.01733145635163994;0.004286333180685265;0.048171543673365756;0.011279946065066838;0.04850724782121027;0.035780140028474454;0.04094945186332141;0.047743859241990635;0.01968356729886168;0.047743859241990635;0
75;0.109199291964992;0.0017167386190545491;0.0034572203838577208;0.0026143805740708936;0.6381460980810257;0.035321669005400826;0.04842225146253801;0.011772632142588783;0.02188188021519058;0.011772632142588783;0
76;0.04779066383634848;0.0034305350967892222;0.0034572203838577208;0.0034843240826108427;0.2857843781825983;0.047715187158213095;0.04032719166446642;0.01797139820957786;0.032883892585758315;0.01797139820957786;0
77;0.08781233818583456;0.0;0.0034572203838577208;0.0;0.6345746023251432;0.0;0.03899756114392765;0.001192074196479246;0.0024266594311303483;0.001192074196479246;0
78;0.012163486193197402;0.005995735306334188;0.009478743954543739;0.00955282991899172;0.06924695202562242;0.05666079208426253;0.06590157960884355;0.07103061877048876;0.06006537293952142;0.07103061877048876;0
79;0.014750809758148218;0.00940579828687617;0.012903404835907782;0.00955282991899172;0.06013489557118134;0.04942279736648888;0.060571486249389184;0.06127690832650787;0.049039664219709775;0.06127690832650787;0
80;0.00783634832931587;0.0034305350967892222;0.00431966114451638;0.005221943981151625;0.05826632379471631;0.044053143788328634;0.048364332513500204;0.02431861109460456;0.018493590867152014;0.02431861109460456;0
81;0.11311012995699107;0.022930941063916892;0.09884583463663264;0.14211140724764043;0.6146040745723537;0.6305981523289447;0.5791009026929811;0.07149050690459231;0.06331900458203016;0.07149050690459231;0
82;0.09340117508840079;0.02962552673613101;0.08859742014526455;0.10352637391476914;0.5555286552010521;0.2988041361500528;0.5511667062478102;0.04986591143316848;0.057867179663534496;0.04986591143316848;0
83;0.10054122922187746;0.020408871631207033;0.08144033194017448;0.11758910566450254;0.6154293380549681;0.582752183475548;0.5788508187588709;0.029547535719515204;0.01993778290338973;0.029547535719515204;0
84;0.0026189451896275733;0.0008587377084178045;0.0;0.0;0.05145147244106022;0.030620376604923245;0.0;0.13005806277043666;0.08151643693454629;0.13005806277043666;0
85;0.0008737440485967712;0.0;0.0;0.0;0.04454799795072326;0.0;0.0;0.09516461364980563;0.056880600792588304;0.09516461364980544;0
86;0.0017467253349415786;0.0;0.0;0.0;0.04154198627395456;0.0;0.0;0.04998405199747257;0.02567569063757154;0.04998405199747257;0
87;0.0061002367821393535;0.017880425277848364;0.00431966114451638;0.020726130517116952;0.1101395186633332;0.3917487304331975;0.16135610474612927;0.02043277408309438;0.009577020982228127;0.02043277408309438;0
88;0.013026671400008514;0.027956077266589916;0.012048338516174574;0.025841231183887328;0.23363347232242343;0.49250754160732746;0.2973191404488154;0.041069822298313595;0.03124241900397247;0.041069822298313595;0
89;0.011299555253933466;0.02377021933391185;0.0069025295627705855;0.022434072862273058;0.12660473123271695;0.32706126269929137;0.2104793191954729;0.03494861385761094;0.022950382442820032;0.03494861385761094;0
90;0.07410797215372183;0.03958411526170919;0.05802384011637739;0.040193524823231186;0.1772836772167132;0.19508187050660988;0.19033777632755175;0.11123791322914378;0.0644107064976568;0.11123791322914378;0
91;0.049455943155409604;0.03045920748470844;0.03320867099665339;0.026691209985591918;0.2279828050112876;0.11757883452339978;0.15681041587794148;0.08572692333038504;0.0513290643234152;0.08572692333038504;0
92;0.05608946665104358;0.033786997577383314;0.04982034866354964;0.029236820185025512;0.1392849474862682;0.13124535216817926;0.1150356781183466;0.031248497779550282;0.016248732210915013;0.031248497779550282;0
93;0.005231049417552503;0.01280427224598775;0.012048338516174574;0.005221943981151625;0.07570625417437485;0.08933661166393751;0.12722307196419216;0.0011719598478132824;0.00021173157515530768;0.0011719598478132824;0
94;0.0;0.0017167386190545491;0.0051813587419975845;0.0043535114471978395;0.0;0.04939428952615365;0.06321421523442874;0.0021043197930681475;0.0003804371503032139;0.0021043197930681475;0
95;0.00783634832931587;0.011955735920148841;0.012903404835907782;0.00955282991899172;0.05776066061227941;0.08655106351293841;0.13684485796859167;0.0027156806157005143;0.0006432599184108985;0.0027156806157005143;0
96;0.04277812201280423;0.016191235687003588;0.013757740641823358;0.0026143805740708936;0.15861542146439855;0.19440332556810744;0.27805187987878316;0.020658875599548616;0.014712648258569938;0.020658875599548616;0
97;0.025033676713732324;0.018723951266287564;0.015464225697581553;0.0043535114471978395;0.1668514176615884;0.3058744409474672;0.12228322686665179;0.022593419450507614;0.015455407064383241;0.022593419450507614;0
98;0.03013572859762775;0.013652089168327263;0.008620743043906955;0.0026143805740708936;0.16830887918228996;0.2124138781472951;0.17160361346858527;0.001819785032728427;0.001206746834249248;0.001819785032728427;0
99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016216616709094505;0.01690793183127908;0.016216616709094505;0
100;0.0008737440485967712;0.0;0.0;0.0;0.041447481753581594;0.0;0.0;0.015355758928037934;0.016485814832731958;0.015355758928037934;0
101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004985226315218296;0.0005327757945599634;0.0004985226315218296;0
102;0.014750809758148218;0.01534556967466032;0.012048338516174574;0.01644346872511602;0.06874231768560181;0.0740228767608381;0.04468135289914349;0.08429122701624284;0.06605780767251974;0.08429122701624284;0
103;0.015611765472113433;0.00940579828687617;0.015464225697581553;0.01300408442320661;0.06629989471569137;0.04408663732832128;0.05193187069901162;0.08326098805970682;0.05493076932170422;0.08326098805970682;0
104;0.004361105909012478;0.006849341845574768;0.0034572203838577208;0.006089622994374205;0.046637160818586286;0.0464678786333717;0.04637945619314611;0.033807026527344984;0.02147245107992249;0.033807026527344984;0
105;0.0034904049397685676;0.0017167386190545491;0.0;0.0;0.06290388815593032;0.06091804202753074;0.0;3.306438512722649e-08;1.618187437609982e-08;3.306438512722649e-08;0
106;0.0026189451896275733;0.0;0.0;0.0;0.05183848429238666;0.0;0.0;1.110223024625156e-15;1.9984014443252798e-15;1.110223024625156e-15;0
107;0.0034904049397685676;0.0017167386190545491;0.0;0.0;0.09011913287546833;0.08215189574600787;0.0;5.611235141200588e-08;2.747352929607442e-08;5.611235141200588e-08;0
108;0.0034904049397685676;0.0025740039951728426;0.0017301042377827337;0.0017436796048268374;0.051199535000420696;0.03169008808572422;0.03182704815784958;0.1556175347598992;0.11006889102999828;0.1556175347598992;0
109;0.0008737440485967712;0.0;0.0;0.0;0.0428308915926831;0.0;0.0;0.12293775038500233;0.08966797409264543;0.12293775038500233;0
110;0.0008737440485967712;0.0;0.0;0.0;0.04325419634616765;0.0;0.0;0.052531970053057736;0.03499434781941511;0.052531970053057736;0
111;0.13549624425545392;0.13256443042186214;0.10041323307664547;0.07317260588965947;0.4936668381834736;0.12185141277217831;0.43246375017091326;0.2727667535425631;0.1306410287751126;0.2727667535425631;0
112;0.048623650140240296;0.03875801029940372;0.0750351859429141;0.01901526611348753;0.23305306741120177;0.0777046726516419;0.1725378854700899;0.2013021150833975;0.09383749418968418;0.2013021150833975;0
113;0.008703275128301671;0.0034305350967892222;0.009478743954543739;0.0;0.3656183924480708;0.13305581839066621;0.30293360429795285;0.13202484413479934;0.07080552319378432;0.13202484413479953;0
114;0.016471980578921276;0.0025740039951728426;0.009478743954543739;0.0008722198546859192;0.06569925871298589;0.04299527850146889;0.0789708324314225;0.006770365578389619;0.0024302370118059477;0.006770365578389619;0
115;0.0008737440485967712;0.0008587377084178045;0.002594035177046528;0.0008722198546859192;0.03916574933363261;0.03932761597437609;0.044173780934040376;0.007814972313658927;0.003048579917688053;0.007814972313658927;0
116;0.008703275128301671;0.0017167386190545491;0.012048338516174574;0.0008722198546859192;0.06470333512653544;0.0364308096651887;0.07163738338147992;0.009478332608883956;0.0037300964687173696;0.009478332608883956;0
117;0.0;0.0008587377084178045;0.0;0.0008722198546859192;0.0;0.03212918665173822;0.0;0.0025534364009997946;0.0006283105491510385;0.0025534364009997946;0
118;0.0;0.0;0.0008654262764289014;0.0026143805740708936;0.0;0.0;0.03443228879675945;0.0032136893337565775;0.0006263264407125055;0.0032136893337565775;0
119;0.0008737440485967712;0.0;0.0;0.0008722198546859192;0.04855570334806059;0.0;0.0;0.0037516172394190393;0.0008882999138860906;0.0037516172394190393;0
120;0.0017467253349415786;0.010256500167189061;0.0017301042377827337;0.0043535114471978395;0.13237868778598777;0.14994735274179272;0.16153574032803292;0.00033140983303248366;6.743350915677256e-05;0.00033140983303248366;0
121;0.0017467253349415786;0.0025740039951728426;0.0017301042377827337;0.0034843240826108427;0.09501075775993104;0.2036827677790464;0.13400517762580963;0.001414046725191338;0.00024966794084048085;0.001414046725191338;0
122;0.0034904049397685676;0.01280427224598775;0.0017301042377827337;0.00955282991899172;0.20987389980208257;0.21109517099000907;0.31574547028362876;0.0018361669039243251;0.00036558627181328503;0.0018361669039243251;0
123;0.06021318383490564;0.07128120200496364;0.006042314455962662;0.04854081869999408;0.09546152450796733;0.16752848930139644;0.0848708984262646;0.00274261717097862;0.0005768569164209784;0.00274261717097862;0
124;0.07977370968939931;0.019566766318284835;0.006042314455962662;0.031775966703701926;0.13236305025378495;0.07820517930160793;0.05588094811669212;0.0038232481605932835;0.0008272483847948741;0.0038232481605932835;0
125;0.06103589058636909;0.0559644978930704;0.0051813587419975845;0.055994269354574785;0.09525682775979244;0.17217158126018112;0.09724199055648708;0.0038304157766235855;0.0009523862560060527;0.0038304157766235855;0
126;0.020761991448429225;0.04944450739578926;0.02479819248805705;0.040193524823231186;0.23738968609702749;0.20986199241671752;0.32251633721670525;0.09428233708554662;0.07263872687387393;0.09428233708554662;0
127;0.014750809758148218;0.027956077266589916;0.014611347181063978;0.025841231183887328;0.12496809270159918;0.18883703907253518;0.18152206467641657;0.06693365344892316;0.048043429373877004;0.06693365344892316;0
128;0.01819019406005771;0.04123428065266707;0.01971774125563807;0.035151497334983156;0.15533197998737622;0.10859481648874801;0.18487414345858932;0.030574748366139198;0.020326319101384886;0.030574748366139198;0
129;0.0069686693160934355;0.0017167386190545491;0.0051813587419975845;0.0026143805740708936;0.1596321767630566;0.08112971787136841;0.1330961548582339;0.07349032928025093;0.05451860365179695;0.07349032928025093;0
130;0.008703275128301671;0.0017167386190545491;0.006042314455962662;0.0034843240826108427;0.3015598783915205;0.11534487847739901;0.17692082197698292;0.04166310626697049;0.03792829098994581;0.04166310626697049;0
131;0.0069686693160934355;0.0008587377084178045;0.002594035177046528;0.0017436796048268374;0.1535814803881994;0.07372615041852718;0.08080893869298685;0.016007883324214676;0.011672631525331918;0.016007883324214676;0
132;0.07004127277116817;0.03212448680376986;0.06616058150943926;0.025841231183887328;0.6179105082332629;0.5854693503728604;0.5803781904316448;0.03864754269264457;0.05220021809201125;0.03864754269264457;0
133;0.07085593676734447;0.033786997577383314;0.06453852113757116;0.025841231183887328;0.4368087466235459;0.41106337360632517;0.42615472570144314;0.03870606924551765;0.05191067116080001;0.03870606924551765;0
134;0.06677596374742904;0.03544674899574771;0.06291382541056918;0.02838900326268611;0.6141927694778602;0.6535521599141177;0.5780775446202189;0.017303642990415112;0.01654650447218569;0.017303642990415112;0
135;0.0017467253349415786;0.0008587377084178045;0.002594035177046528;0.0;0.046454668986063444;0.03532368267026312;0.03960101995289797;0.007386105822094245;0.01364059041598752;0.007386105822094245;0
136;0.0034904049397685676;0.0034305350967892222;0.002594035177046528;0.0026143805740708936;0.052437940615078164;0.043620649390335414;0.04269087371567576;0.013516734641667303;0.023499771217837286;0.013516734641667303;0
137;0.0034904049397685676;0.0;0.00431966114451638;0.0;0.0434790080741867;0.0;0.04128358887287438;0.0068537510993941985;0.012013900293536972;0.0068537510993941985;0
138;0.07573003252558999;0.010256500167189061;0.062100486610141;0.01558473101669833;0.26715228116413625;0.12779878876385764;0.2631973121706626;0.09487873853157888;0.07483867972659869;0.09487873853157888;0
139;0.1446148484718884;0.00940579828687617;0.06291382541056918;0.01472525524397952;0.3879488627234064;0.3700463813072173;0.4307799337319178;0.06883181015984287;0.04782697387434298;0.06883181015984266;0
140;0.05111845392902319;0.008554372096658595;0.055569851154810786;0.01300408442320661;0.26810298252826315;0.2125065027442022;0.27058632673357447;0.03310952795692906;0.0214066094521259;0.03310952795692906;0
141;0.016471980578921276;0.0034305350967892222;0.0008654262764289014;0.007822725681209078;0.1115175315329102;0.1339518395677801;0.07201724576063623;1.290616190185471e-06;3.4152169500348645e-07;1.290616190185471e-06;0
142;0.0026189451896275733;0.0034305350967892222;0.0008654262764289014;0.0;0.06763690762532436;0.08917365897836962;0.04539004998591097;0.00017727432784596505;2.616887424079849e-05;0.00017727432784596505;0
143;0.013026671400008514;0.0025740039951728426;0.0017301042377827337;0.008688151957637823;0.17723419668213264;0.13787978723631428;0.09404219244500824;0.0002293268764354281;5.793215701273145e-05;0.0002293268764354281;0
144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2204460492503128e-16;4.440892098500625e-16;2.2204460492503128e-16;0
145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.110223024625156e-15;2.2204460492503107e-15;1.110223024625156e-15;0
146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5720864370676412e-05;2.8975920827542133e-05;1.5720864370676412e-05;0
147;0.009569451016150672;0.0017167386190545491;0.02226119324146847;0.006956549793359931;0.12785733359899037;0.1638590458444466;0.14615994839874716;0.13375875655083416;0.05687865093126218;0.13375875655083436;0
148;0.012163486193197402;0.0034305350967892222;0.017167803622365498;0.006956549793359931;0.16541050583488565;0.1884234239188277;0.2761994638438932;0.09689617809335913;0.040726362215615396;0.09689617809335913;0
149;0.0069686693160934355;0.0025740039951728426;0.012903404835907782;0.0026143805740708936;0.14761306803653196;0.18439148373015068;0.16924362649403335;0.05616473477191555;0.022417349819497393;0.05616473477191555;0
